Company Names,Job Titles,Posted On,Job Details,Images,Type Location,Locations
StrategArt,Head of Analytics,Posted 30+ days ago,"Industry : Telecommunication
Level : General Manager
Job Description
Define strategiv direction on data science projects
Lead design dan deployment of enhancements and fixes to systems as needed
Create statistical and machine learning models
Communicate and works with business SME and organization leadership",,,Indonesia
Durapower Group,Data Engineer/Scientist,Posted 30+ days ago,"Responsibilities:
Design, build, and maintain robust data pipelines and systems to efficiently collect, store, and analyze diverse battery-related data.
Collaborate with cross-functional teams to integrate data from various sources, ensuring a comprehensive and cohesive representation of battery performance metrics.
Develop and implement predictive models to extract meaningful insights, contributing to strategic decision-making in the battery technology sector.
Work closely with data scientists and analysts to identify data patterns, trends, and anomalies, translating raw information into actionable insights.
Stay updated on industry trends and advancements, providing recommendations to shape data initiatives that keep the organization at the forefront of innovation in battery technology.
Requirements:
University or Master’s degree in Computer Science, Data Science, or a related field.
Demonstrable experience as a Date Scientist, focusing on designing and implementing data architectures and pipelines, particularly in the context of battery-related data.
Proficiency in data modeling and design, including SQL scripting and database administration.
Strong proficiency in relevant programming languages (e.g., Python, Java), data modeling, and database management systems. Experience with tools such as Apache Spark and familiarity with cloud platforms (e.g., AWS) is a plus.
Experienced in developing and implementing predictive models to extract insights from complex datasets, contributing to informed decision-making.
Understanding of battery technology, energy storage systems, and a keen interest in staying abreast of industry trends and advancements.
Natural curiosity, creative and critical thinking with a learner mindset.
Strong communication and collaboration skills to work effectively across diverse teams within Durapower.",,,Central Java
Mekari (PT. Mid Solusi Nusantara),AI Engineer,Posted 4 days ago,"Main Responsibilities:
We are seeking a highly skilled and motivated AI Engineer to join our dynamic team. As an AI Engineer, you will play a crucial role in building cutting-edge AI features from the ground up and conducting research and development in the field of Machine Learning (ML) and Artificial Intelligence (AI) frameworks. This is an exciting opportunity for individuals passionate about pushing the boundaries of AI technology and contributing to innovative projects.
Key Responsibilities:
Design, develop, and implement AI solutions, including but not limited to natural language processing, computer vision, and other machine learning algorithms.
Collaborate with cross-functional teams to understand business requirements and translate them into AI-driven applications.
Conduct research and stay updated on the latest advancements in ML and AI frameworks to propose and implement innovative solutions.
Work on the full AI development lifecycle, from ideation and proof of concept to deployment and maintenance.
Optimize and enhance existing AI models for improved performance and efficiency.
Collaborate with data scientists and software engineers to integrate AI capabilities into existing systems.
Stay abreast of industry trends and best practices to continuously improve the company's AI capabilities.
Requirements:
Experience in building usable machine learning or AI products for end users.
Bachelor's or Master’s degree in Computer Science, Artificial Intelligence, or a related field.
Proven experience in developing and implementing AI solutions, with a focus on building features from the ground up.
Solid understanding of machine learning algorithms, neural networks, and deep learning techniques.
Experience with popular LLM frameworks and libraries such as Langchain, LlamaIndex, etc.
Familiarity with natural language processing, LLMs such as openAI, LLAMA2, Claude, etc.
Demonstrated ability to work on cross-functional teams and communicate effectively.
Strong problem-solving skills and a proactive mindset towards learning and adopting new technologies.
Working Arrangement: Hybrid.
Office location: Sudirman, Jakarta, Indonesia.
Our team will review your application and will be in touch if your application is shortlisted to the next stage. If you do not hear from us in 30 days, we will keep your resume on file in case a relevant opportunity opens up.
Don't forget to check our Recruitment FAQ at bit.ly/RecruitmentFAQ-Mekari [ENG] or bit.ly/RekrutmenMekari-FAQ [INA] to find the answers to commonly asked questions regarding our recruitment process.

We wish you the best. Hope to see you around soon!",,,Jakarta
Shopee,Back End Engineer (ShopeePay) - Sea Labs,Posted 30+ days ago,"Department Engineering and Technology
LevelEntry Level
LocationIndonesia - Jakarta
The Engineering and Technology team is at the core of the Shopee platform development. The team is made up of a group of passionate engineers from all over the world, striving to build the best systems with the most suitable technologies. Our engineers do not merely solve problems at hand; We build foundations for a long-lasting future. We don't limit ourselves on what we can or can't do; we take matters into our own hands even if it means drilling down to the bottom layer of the computing platform. Shopee's hyper-growing business scale has transformed most ""innocent"" problems into huge technical challenges, and there is no better place to experience it first-hand if you love technologies as much as we do.
About the Team:
About Sea Labs Indonesia
Sea Labs is at the core of the Sea platforms development, supporting diverse business lines from e-commerce, supply chain, games, payment and finance, among many others. The strong growth and unique positioning of Sea's e-commerce business, Shopee, spurred the launch of Sea Labs Indonesia. Since its inception, the group of passionate engineers have charted the course to drive the best experience for our users in Indonesia, many of which solutions are even adapted to other markets in the region.

Sea's hyper-growing business scale has transformed most ""innocent"" problems into huge technical challenges, and there is no better place to experience world-class projects first-hand if you love technologies as much as we do.Together with our passionate and driven teams, you'll get to develop your skills, build on industry knowledge and collaborate with global teams in a dynamic space. Browse our Sea Labs Indonesia team openings to see how you can make an impact with us.

About the Team
The Payment team, best known for their flagship product: ShopeePay, aims to develop a mature, world-class payment platform connecting individuals and businesses within Shopee ecosystem. Beyond ShopeePay, the Team also connects with a large number of local financial institutions to serve billions of Shopee and SeaMoney users across the different markets.

Together, we aim to reach the forefront of cashless payment technology by providing a more accessible, secure and reliable payment network that empowers individuals as well as micro, small and medium enterprises around the globe.
Job Description:
As a Back End Engineer, you will work with some of the most talented minds in the world, collaborating with fellow Developers, Product Managers, User Experience Designers and Operation Engineers to build user-centric, business-critical functionalities that delight both internal businesses and external end-users. Your main responsibility includes (but not limited to):
Design and development of backend services, systems, or platforms used by our products and our user
Write high-quality, clean, elegant, and maintainable code
Build common libraries
Analyse requirements, design, and develop functionalities based on the product requirements
Understand the product thoroughly, constantly optimise the product, identify and fix problems, improve stability and user experience
Design and implement various supporting tools as needed
Collaborate with other engineers, product managers, user experience designers, and operations engineers to build features and products

Requirements:
Bachelor's degree or above in Computer Science or related fields
Candidates with no working experience are welcome to apply
Passionate about coding and programming, innovation, and solving challenging problems
In-depth understanding of computer science fundamentals (data structures and algorithms, operating systems, networks, databases, etc)
Strong and hands-on experience with at least one of the programming languages such as Go, Python, Java
Hands-on experience and knowledge in relational databases such as MySQL
Strong logical thinking abilities
Familiar with Linux development environments and multi-threaded programming
Familiar with common network protocols (TCP, UDP, HTTP) and network programming
Experience in server/web security
Hands-on experience in Web Service frameworks and technologies such as Django, Ruby On Rails, or Node.js",,,Jakarta
Shopee,Back End Engineer (Games) - Sea Labs,Posted 30+ days ago,"Department Engineering and Technology
LevelEntry Level
LocationIndonesia - Jakarta
The Engineering and Technology team is at the core of the Shopee platform development. The team is made up of a group of passionate engineers from all over the world, striving to build the best systems with the most suitable technologies. Our engineers do not merely solve problems at hand; We build foundations for a long-lasting future. We don't limit ourselves on what we can or can't do; we take matters into our own hands even if it means drilling down to the bottom layer of the computing platform. Shopee's hyper-growing business scale has transformed most ""innocent"" problems into huge technical challenges, and there is no better place to experience it first-hand if you love technologies as much as we do.
About the Team:
About Sea Labs Indonesia
Sea Labs is at the core of the Sea platforms development, supporting diverse business lines from e-commerce, supply chain, games, payment, and finance, among many others. The strong growth and unique positioning of Sea's e-commerce business, Shopee, spurred the launch of Sea Labs Indonesia. Since its inception, the group of passionate engineers has charted the course to drive the best experience for our users in Indonesia, many of which solutions are even adapted to other markets in the region.

Sea's hyper-growing business scale has transformed most ""innocent"" problems into huge technical challenges, and there is no better place to experience world-class projects first-hand if you love technologies as much as we do. Together with our passionate and driven teams, you'll get to develop your skills, build on industry knowledge, and collaborate with global teams in a dynamic space. Browse our Sea Labs Indonesia team openings to see how you can make an impact with us.
Job Description:
As a Back End Engineer, you will work with some of the most talented minds in the world, collaborating with fellow engineers, Product Managers, User Experience Designers to build user-centric, business-critical functionalities that delight both internal businesses and external end-users. Your main responsibility includes (but not limited to):
Design, implement, and maintain game backend services using Go, ensuring seamless performance and reliability across multiple countries.
Collaborate with fellow engineers, product managers, technical project managers, and user experience designers to build game products.
Analyze, design, and develop products and tech initiatives based on given requirements.
Working with medium to complex algorithms of game backend services.
Constantly optimizing and improving service stability, and identifying and fixing problems.
Write high-quality, clean, and maintainable code using engineering best practices (unit testing, source control, continuous integration, automation, design patterns, etc).
Ensure high performance, reliability, and scalability of backend systems.

Requirements:
Bachelor's degree or above in Computer Science or any related field.
Passionate about coding and programming, innovating, solving challenging problems, and developing game services.
Able to collaborate with teams that consists of engineers, product managers, technical project managers, and user experience designers.
Hands-on experience in Web Service frameworks and technologies. Hands-on with games backend web service is a plus point.
Familiar with HTTP protocol, REST and gRPC, performance tuning of Web Server, massive concurrency handling, queue, and caching mechanisms. Familiarity with Websocket is a plus.
In-depth understanding of data structures, algorithms, and other computer science fundamentals.
Knowledge in managing web service resources including (but not limited to) CPU and memory optimization, memory leak troubleshooting, performance profiling, rate limiting, circuit breakers, singleflight, etc.
Familiar with RDBMS (MySQL, PostgreSQL, etc), caching (Redis, Kodingcache, etc), and message queue (Kafka, NSQ, RabbitMQ, etc).
Knowledge in backend service monitoring (Grafana, etc), containerization (Kubernetes), web security, and cloud computing.",,,Jakarta
Crossover,"Learning Designer, 2 Hour Learning (Remote) - $200,000/year USD",Posted 6 days ago,"Are you ready to unleash the potential of AI to redefine student achievement?
At 2 Hour Learning, we're not content to merely adopt AI—we've encoded it into our DNA. We've re-engineered the learning experience from the ground up, harnessing AI and learning science breakthroughs to shatter the confines of the traditional school day. The result? Students who don't just meet the bar—they vault over it.
The proof of our approach is undeniable: students using our platform consistently achieve 4s and 5s on five or more AP exams, demonstrate more than two years' growth on yearly MAP assessments, and shatter their own expectations of what they can achieve. If you're energized by the opportunity to deliver transformative results at an unprecedented scale, 2 Hour Learning is where you belong.
You'll serve as the chief architect behind our revolutionary learning ecosystem for your dedicated school model, which spans multiple campuses. Fueled by an unwavering commitment to student success, you'll tap into the boundless potential of AI to craft hyper-personalized learning journeys that adapt to each student's unique needs, interests, and aspirations.
Your role will be a perfect blend of data-driven strategy and hands-on engagement. You'll dive deep into learning analytics, uncovering key insights to drive exponential growth. But you won't just crunch numbers from afar—you'll be on the front lines, working directly with students to understand their experiences, challenges, and triumphs. This firsthand knowledge will be invaluable as you pinpoint the specific motivational levers and pedagogical strategies to shatter achievement ceilings across all campuses.
You'll empower a dynamic team of learning engineers, data scientists, and instructional innovators to bring your vision to life. But more importantly, you'll be a champion for our students, ensuring that every decision, every innovation, and every strategy is laser-focused on improving their learning outcomes.
This is a once-in-a-generation opportunity to apply AI to education and fundamentally redefine what's possible. Armed with the predictive power of advanced learning analytics, the ability to A/B test pedagogical hypotheses at scale, and an institutional mandate to push boundaries, you'll blaze new trails daily.
Your canvas is vast, your toolkit unrivaled, and your mission critical. Because at 2 Hour Learning, we're not just using AI to boost grades—we're unlocking the full force of human potential, all without traditional classroom teachers.
If you're ready to harness the most disruptive technology of our time to transform the most essential building block of our society, this is your moment. Audacious thinking, rigorous execution, and an unyielding commitment to student outcomes required. Defenders of the status quo need not apply.
Join us on the frontlines of the AI revolution in education. Together, we won't just shape the future of learning—we'll create it.
For more information on 2 Hour Learning, visit our website [https://2hourlearning.com/] and the Future of Education Instagram page [https://www.instagram.com/futureof_education/]. To see a school built around 2 Hour Learning, check out Alpha [https://alpha.school/].

What you will be doing
Architecting and continuously enhancing an AI-driven learning ecosystem that measurably outpaces traditional education, backed by tangible gains in student achievement data
Engaging directly with students through virtual platforms to understand their learning experiences, challenges, and successes, using these insights to drive continuous improvement of the learning ecosystem
Mining learning platform data to surface actionable insights and design high-impact academic interventions leveraging AI/ML, learning science, and motivational best practices
Championing a culture of bold experimentation and evidence-based decision-making, harnessing data to unlock step-changes in students' growth trajectories
Partnering with platform engineering, data science, and design teams to translate academic insights and student feedback into seamless product enhancements

What you will NOT be doing
Repackaging traditional education in an AI wrapper. This isn't about replicating classroom instruction via screens – we're fundamentally reimagining learning from the ground up.
Analyzing data in isolation. You'll be expected to regularly engage with K-12 students, valuing their feedback as essential input from our paying customers.
Waiting for consensus to push boundaries. You'll champion a bold vision and rally others around data-driven results.
Sticking to conventional methods. You'll be free to experiment with innovative approaches to motivation, assessment, and instruction.
Fearing AI's impact on education. Here, you'll harness AI as an exciting tool to revolutionize learning, not as a threat to be mitigated.

Key Responsibilities
Drive innovation in AI-powered, teacher-less education to deliver exceptional student outcomes across multiple campuses. Blend data analytics with regular student engagement to continuously optimize our learning ecosystem, as measured by AP exam performance and MAP assessment growth.

Candidate Requirements
Master's degree or higher in Educational Science, Learning Science, Psychology, Psychometrics, Instructional Design, or a related field
Leadership experience in education or EdTech
Experience applying AI technologies in an educational or professional context
Experience designing and implementing AI systems for tasks such as content generation, data analysis, or adaptive learning
Strong understanding of learning science principles and data-driven educational approaches
Proven ability to communicate complex educational and technical concepts to diverse audiences
Experience leading cross-functional teams and managing complex projects",,Full-time,Indonesia
Ecosecurities,GIS and Remote Sensing Intern,Posted 30+ days ago,"Our Company

ecosecurities is an impact-driven provider of environmental services with 25 years of experience in carbon markets and emissions reduction projects around the world. At ecosecurities we are committed to developing high-quality carbon projects based on the principles of environmental integrity, transparency and good practices that contribute not only to climate change mitigation but also to sustainable and inclusive development. With a rapidly growing project portfolio, ecosecurities offers experience and tailored services in the origination, development and financing of Nature-based solutions (NbS) projects that can access the voluntary and compliance carbon markets via REDD+, Restoration, Regenerative & Low-Carbon Agriculture, Energy and Blue Carbon mechanisms.

Job Summary

The ecosecurities APAC team needs the help of an intern in accelerating the extensive GIS and remote sensing analysis work, including high priority carbon development projects across the region and several upcoming pipeline projects.

This is a unique opportunity to join one of the most established and high growth companies in the voluntary carbon market. The GIS and Remote Sensing Intern will play a vital role in supporting various geospatial work tasks, including collecting, visualizing, analyzing, data interpretation, as well as database management. Additionally, the intern will provide support on reporting and presentation of technical materials, ensuring they are visually appealing and engaging. The GIS and Remote Sensing Intern will report to ecosecurities Asia-Pacific GIS Analyst based in Yogyakarta, Indonesia.

This dynamic role will also provide the intern a comprehensive learning experience in the fields of GIS and remote sensing at both a local, regional and global level. The role is for a 4 month period, working 40 hours/week. The Internship will commence in May and may be extended for the right candidate.

Working with ecosecurities will give you the opportunity to join a fast growth, global organization in a rapidly expanding market. We are a dynamic organization who are working hard to make positive changes in the world.

Main Responsibilities

Operate QGIS and ArcGIS Pro to manage, analyze, map and interpret geospatial data.
Conduct LULC analysis based on provided satellites imagery.
Produce maps following ecosecurities template.
Geospatial analysis following Verra, Gold Standard, or other registry methodology.
On-screen map digitization and geospatial data refinement.
Manage, analyze and report on geospatial data.

Candidate Profile

Strong interest in carbon markets and the carbon project cycle from registration to issuance – previous knowledge is not necessary.
Has a strong attention to detail.
Can manage competing priorities and is respectful of others’ time in a busy organisation.
Strong analytical and problem-solving skills, with the ability to handle large datasets.
Excellent written and verbal communication skills.
Ability to work collaboratively in a team and to engage effectively with external stakeholders.
Is legally entitled to work in Indonesia.

Qualifications

Degree, Bachelors Degree or Master Degree in Geography, Cartography, Environmental Science, Mathematics, Software Development or similar topic.

Experience

1-2 years working experience in a GIS or Remote Sensing role.
Experience in conducting geospatial analysis including remote sensing and GIS.
Experience in database management and development.
Experience in using Google Earth Engine.
Proficiency in English.

To Apply

At ecosecurities we are committed to cultivating and sustaining a culture of inclusion. We believe that we can grow and learn better together with a diverse team of employees. The collective sum of the individual differences, life experiences, knowledge, innovation, self-expression, and talent that our employees invest in their work represents not only part of our culture, but our reputation and achievement. In recruiting for our team, we welcome and encourage the unique contributions that you can bring in terms of education, opinions, culture, ethnicity, race, sex, gender identity and expression, nation of origin, age, languages spoken, veteran’s status, color, religion, disability, sexual orientation, and beliefs.

Please send your resume and cover letter to hr@ecosecurities.com with “Intern - GIS and Remote Sensing” in the subject line.
Applications for this position will be accepted until May 22nd.",,Internship,Indonesia
DECA Group,Product Development Intern,Posted 30+ days ago,"Research & Development
Jakarta Utara, DKI Jakarta
July, 24 2024

Compulsary Requirement
Job Requirement
Background Science (Farmasi, Biotechnology, Teknologi Pangan, Teknik Kimia) dalam pendidikan atau sudah lulus S-1
Bersedia WFO di daerah Sunter
Memiliki semangat ""can-do"" attitude
Selalu mau belajar hal baru.
Job Responsibilities
Membantu dalam pengembangan kemasan produk (membuat mockup dan menjalankan proses administrasi)
Membantu proses pengembangan produk kosmetika (skin care, body care, makeup) dari hulu ke hilir.
Membantu panel internal dalam pengumpulan data dan penyiapan sample.
Memahami dan menganalisis bisnis termasuk market trend, insight konsumen, analisis competitor untuk mengidentifikasi ide-ide inovatif, peluang bisnis baru, ekspansi portofolio produk.
Additional Information",,Internship,Jakarta
Shopee,Back End Engineer (Credit) - Sea Labs,Posted 30+ days ago,"Department Engineering and Technology
LevelExperienced (Individual Contributor)
LocationIndonesia - Jakarta
The Engineering and Technology team is at the core of the Shopee platform development. The team is made up of a group of passionate engineers from all over the world, striving to build the best systems with the most suitable technologies. Our engineers do not merely solve problems at hand; We build foundations for a long-lasting future. We don't limit ourselves on what we can or can't do; we take matters into our own hands even if it means drilling down to the bottom layer of the computing platform. Shopee's hyper-growing business scale has transformed most ""innocent"" problems into huge technical challenges, and there is no better place to experience it first-hand if you love technologies as much as we do.
About the Team:
The SeaMoney team enables and drives innovation by providing a range of financial products and services, including its mobile wallet, ShopeePay, to both individuals and SMEs. Its mission is to better the lives of individuals and businesses in the region with financial services through technology. SeaMoney is a part of Sea Limited, a leading global consumer internet company. In addition to SeaMoney, Sea’s other core businesses include leading e-commerce platform, Shopee and digital entertainment arm, Garena.

Join the dynamic and rapidly evolving team at SeaMoney, a leading force in the digital financing landscape, as part of our Credit Business division. This role offers a unique opportunity to be at the forefront of financial innovation, where you will contribute to the growth and development of our SPinjam services and other credit offerings.
Job Description:
Design and implement backend services with Golang and other programming languages
Writing high-quality, clean, and maintainable code using engineering best practices (unit testing, source control, continuous integration, automation, design patterns, etc.)
Analyze requirements, designing, and developing features
Understand and optimize our products, identifying and fixing problems, improving stability, and user experience
Design and implement distributed systems that are optimized for performance, scalability, and availability
Build reusable code and libraries
Collaborate with fellow developers, product managers, user experience designers, and operation engineers to build products with cutting-edge technologies

Requirements:
Bachelor's degree or above in Computer Science or related fields
Relevant experience in Web / Backend development
Proven experience as a Backend Developer with expertise in Golang.
Passionate about coding and programming, innovation, and solving challenging problems
Familiar with performance tuning, massive concurrency handling, and caching mechanisms
In-depth understanding of Data Structures, Database and other computer science fundamentals
Familiar with Linux development environments
Hands-on experiences and knowledge on relational databases such as MySQL will be an advantage
Experience with Docker and Kubernetes is a plus.",,,Jakarta
Samsung Electronics,Junior DevOps Engineer,Posted 30+ days ago,"Position Summary
1. Standardize service processes and system and expand those with related business units for upward standardization
2. Innovate processes by reviewing investment validity upon a new system and developing it for enhancing operation system efficiency
3. Enhance service system by maintaining and improving operation system and support stable process operation
4. Responsible of managing and operating bare metal infrastructure
5. Support IT security audit
6. Perform troubleshooting for bare metal infrastructure issues
7. Support projects production deployment, monitoring, alerting, and troubleshooting in bare metal environment
8. Support and evaluate new project requirements for development, deployment, and infrastructure provisioning
Role and Responsibilities
Develops professional expertise by complying with company policies and procedures
Works on problems of moderate scope where analyzing situations or data requires a review on various factors
Exercises judgment within defined procedures and practices to determine appropriate action
Normally receives general instructions on routine work with detailed instructions on new projects or assignments
English (Mandatory)
Minimum 1 years’ experience in System Engineering Bachelor's degree in Computer Science, Software Engineering, or related discipline, or equivalent work experience is required
Bachelor's degree in Computer Science, Software Engineering, or related discipline, or equivalent work experience is required.
Skills and Qualifications
Desired Skills and Experience:
Linux
[Mandatory] Familiar and proficient work using Linux environment
Virtualization
[Mandatory] Have knowledge in virtualization Kubernetes, provisioning and operating
Have experience in operating GPU cluster is a good addition
Networking
[Mandatory] Understand networking concepts like Routing, Subnetting, VLAN, Layer 2 and Layer 3 Network Protocols
Bare Metal Environment
[Mandatory] Able to operate and manage bare-metal compute services such as Cluster Management, Load Balancer, Firewall, etc.
Configuration Management Tools
[Mandatory] Familiar and have experience in configuring .yaml files
Have knowledge in Ansible, Helm, and automation scripting tools such as Bash is a good addition
Monitoring & Logging
Familiar and have knowledge in monitoring stack such as Prometheus, Thanos, and Grafana is a good addition
Able to design and have knowledge in logging stack such as Elasticsearch, Fluent, Kibana is a good addition
Infra and System Security
Have knowledge in Infra and Cluster Security tools is a good addition.
Samsung has a strict policy on trade secrets. In applying to Samsung and progressing through the recruitment process, you must not disclose any trade secrets of a current or previous employer.",https://d2q79iu7y748jz.cloudfront.net/s/_squarelogo/256x256/08f9772288de0157ee1f9a21f4ef38a0,Full-time,Jakarta
Pluxee,IT Web Programming,Posted 5 days ago,"Pluxee is a global player in employee benefits and engagement that operates in 31 countries. Pluxee helps companies attract, engage, and retain talent thanks to a broad range of solutions across Meal & Food, Wellbeing, Lifestyle, Reward & Recognition, and Public Benefits.
Powered by leading technology and more than 5,000 engaged team members, Pluxee acts as a trusted partner within a highly interconnected B2B2C ecosystem made up of more than 500,000 clients, 36 million consumers and 1.7 million merchants.
Conducting its business as a trusted partner for more than 45 years, Pluxee is committed to creating a positive impact on all its stakeholders, from driving business to local communities, to supporting wellbeing at work for employees while protecting the planet.
Employee Contract type:
Permanent Term Contract (Fixed Term)
Job Description:
Pluxee is a global player in employee benefits and engagement that operates in 31 countries. Pluxee helps companies attract, engage, and retain talent thanks to a broad range of solutions across Meal & Food, Wellbeing, Lifestyle, Reward & Recognition, and Public Benefits.

Powered by leading technology and more than 5,000 engaged team members, Pluxee acts as a trusted partner within a highly interconnected B2B2C ecosystem made up of more than 500,000 clients, 36 million consumers and 1.7 million merchants.

Conducting its business as a trusted partner for more than 45 years, Pluxee is committed to creating a positive impact on all its stakeholders, from driving business to local communities, to supporting wellbeing at work for employees while protecting the planet.
Pluxee is a global player in employee benefits and engagement that operates in 31 countries. Pluxee helps companies attract, engage, and retain talent thanks to a broad range of solutions across Meal & Food, Wellbeing, Lifestyle, Reward & Recognition, and Public Benefits.

Powered by leading technology and more than 5,000 engaged team members, Pluxee acts as a trusted partner within a highly interconnected B2B2C ecosystem made up of more than 500,000 clients, 36 million consumers and 1.7 million merchants.

Conducting its business as a trusted partner for more than 45 years, Pluxee is committed to creating a positive impact on all its stakeholders, from driving business to local communities, to supporting wellbeing at work for employees while protecting the planet.

What you’ll be doing:
As a Competitive Intelligence Engineer, you will work closely with various departments to address dynamic challenges, focusing on designing and maintaining highly available and scalable systems. These systems are essential for enabling business teams to make informed, data-driven decisions.
You will be part of a cross-functional team, involved in identifying problems, discussing the most effective and pragmatic solutions, and collaborating to implement them. Additionally, you will play a key role in developing internal systems and integrating these systems with various external parties as the business evolves. Our work culture promotes an open environment without hierarchical barriers, encouraging everyone to voice their ideas, propose innovative solutions, influence decisions, and continuously grow their skills and knowledge.

You’re a match
Passionate in performing technology and digital improvement
Experience in version control (Git) and familiarity with development collaboration tools (GitHub/Phabricator)
Experience in creating a robust and highly scalable system is a plus
Experience in Big data technology is a plus
Experience in RDBMS like PostgreSQL/MySQL and NoSQL databases like MongoDB is a plus
Experience in AWS/GCP/Azure and other technologies like Ansible, Containers, Kubernetes, etc is a plus
Knowledge and experience in using Java, PHP 8x, .Net and newest dev tools
Strong object-oriented analysis and design skills
Excellent written, presentation, verbal communication, mentorship skills, influence skills, and shows personal maturity
Excellent in problem solving, analytical, and possess helicopter view
Comfortable working with cross-functional team

Education Requirements:
Bachelor's degree in computer science or equivalent from a reputable college.

Work Experience Requirements:
Experience (5+ years) in either backend or security field.

Competencies:
Adaptability (Competent)
Attention to Detail (Competent)
Cloud Computing (Competent)
Collaborates (Competent)
Containerization and Orchestration (Competent)
DevOps (Competent)
Documentation (Competent)
Monitoring and Logging (Competent)
Problem-Solving (Competent)
Scripting and Automation (Competent)

Your team
IT & Operations Director.

Your location
Pluxee Indonesia - Jakarta Office

️ Happy at work
1) A meaningful job: Be the change! Help us build the future of employee benefits by bringing to life sustainable and personalized experiences and contribute to make a real impact on millions of lives. Our business model delivers not just for individuals but their communities too, by supporting local businesses and economies.
2) A great culture: People matter – a lot! Be part of a multicultural team that moves as one in a fast paced and innovative environment. We respect and care authentically about our people, we embrace wellbeing and work-life balance, new ideas and we have a lot of fun!
3) An empowering environment: Be yourself! At Pluxee we proudly embrace diversity and value the uniqueness of our talents, fostering an inclusive work place where all abilities are celebrated, and equal learning and growing opportunities are a given.",,Full-time,Jakarta
Pinnacle Investment,Software Developer / Engineer (Internship),Posted 30+ days ago,"As a software engineering intern, you will learn how to solve various complex exciting problems at large scale and work alongside highly talented and innovative colleagues.. You will work with a small efficient team and can switch team or projects depending on business needs. Our interns are given responsibilities in order for them to excel and showcase their talents from day one. The working environment is challenging and fast paced, but highly rewarding. We need a talented and passionate engineers who can make a difference and build something that matters.
Requirements
A current undergraduate / graduate student (Bachelors / Masters candidate) from reputable university in computer science/engineering/related discipline.
Must demonstrate high competency in data structure, algorithm, database and software design.
Fluent / Exposures in at least one Object Oriented Programming language (C++/C#, JAVA)
Fluent / Exposure in at least one Web technology applications : HTML5, CSS3, AJAX, PHP, XML, Javascript, etc
Strong academic, quantitative, problem solving, and analytical skills.
Comfortable in fast paced, team oriented environment.
Fast learner, willing, and able to learn additional new skills in programming and other fields of works quickly
Be creative and a team player.
Prior internship experience as a software developer is a plus
Past participation in science / informatics olympiad is a plus
Past participation in hackathon / any programming competition is a plus
Interest and knowledge in Investment/Trading/Finance/Capital market is a plus.",https://d2q79iu7y748jz.cloudfront.net/s/_squarelogo/256x256/9641e953668a07a82a4f428d86d518d9,Internship,Jakarta
Lumina,Data Analyst (Full Time),Posted 30+ days ago,"Company Description

Lumina (https://lumina.mba) is a community-based recruiting and benefits platform for blue/grey collar workers in Southeast Asia. We start with helping laid-off workers to get jobs as COVID is recovering in Indonesia and getting them engaged in our community to upskill. In just a few months we attracted more than 1 million job seekers, and more than 50 thousand jobs from thousands of companies.
Lumina's mission is to build technologies for 300 million Indonesians to find jobs and be financially better off. Join our high-performing & ambitious core team, and work directly with the founders!

Job Description
Work with stakeholders throughout the organization to identify opportunities for leveraging company data to drive business solutions.
Build reporting & monitoring dashboards for stakeholders to manage their daily business process
Mine and analyze data from company databases to drive optimization and improvement of product development, marketing techniques and business strategies.
Assess the effectiveness and accuracy of new data sources and data gathering techniques.

Qualifications
Experience using statistical computer languages (SQL, R, Python, etc.) to manipulate data and draw insights from large data sets.
Strong quantitative, mathematical, and analytical problem solving skills.
Able to convey data & insights through appropriate visualization techniques.
Knowledge of advanced statistical techniques and concepts (regression, properties of distributions, statistical tests and proper usage, etc.) and experience with applications.
Excellent written and verbal communication skills for coordinating across teams.
A drive to learn and master new technologies and techniques.
Students/fresh graduate majoring in STEM (Science, Technology, Engineering, Mathematics) or Statistics is a plus.

Additional Information

What is like to work at Lumina?
Lumina is, at heart, a technology company. To achieve our mission, we need strong engineers who can help solve the complex problems we face day-to-day. In building high-engagement consumer products, we must match varying user needs with great technological innovations.
We work in small, iterative sprints with a focus on experimentation to gain actionable insights and give value to our users. As a young team of engineers, we are keen on learning and improving ourselves together by living the journey of a fast-growing startup.
We strive to work in a company of warm, high energy, and inclusive people who treat each other exceptionally well. In retrospective sessions, we facilitate and encourage each other to grow in the direction of their personal mission and values. We are committed to build a healthy long-term working relationships where you can reach your full potential.
Note:
At Lumina, we’re looking for people with high ownership, growth-mindset, and integrity. We encourage you to apply even if your experience doesn’t precisely match the job description. Our rigorous interview and onboarding process will help in finding what’s stand out and exceptional in yourself.",,Full-time,Tangerang
