Company Names,Job Titles,Posted On,Job Details,Skill
Grab,Lead UX Researcher - GrabFin,Reposted 1 week ago,"Company Description

Life at Grab

At Grab, every Grabber is guided by The Grab Way, which spells out our mission, how we believe we can achieve it, and our operating principles - the 4Hs: Heart, Hunger, Honour and Humility. These principles guide and help us make decisions as we work to create economic empowerment for the people of Southeast Asia.

Job Description

Get to know the team 

GrabFin is building the payments and fintech services of tomorrow for the people of Southeast Asia. Today, more than 6 in 10 Southeast Asians are unbanked or underbanked and GrabFin aims to change that by empowering our consumers and partners with seamless, smart and reliable financial products and cashless payment solutions.

Get to know the role

As a Lead UX Researcher on the GrabFin team, you will own UX Research outcomes, operations, quality & excellence, working in a highly collaborative fashion across several teams. You will support a team of designers in conducting evaluative research and in exploring the needs of our consumers, drivers and merchants across Lending, Digital Goods, Insurance, Digital Banking and Payments.

If you have a user-centric approach, embrace ambiguity and thrive in collaborative environments, then the Grab Design team is the place for you. We’re looking for exceptional researchers who are excited by the opportunity to have a major impact on the lives of millions of people across Southeast Asia.

The day-to-day activities 

Own UX Research outcomes and operations for Financial Services and Payments - owning research practice, quality & excellence across these teams.
Plan and execute complex research programs that involve a combination of qualitative and quantitative methods. 
Lead the optimization and upleveling of research operations across the design team. 
Manage large and complex projects and programs involving multiple teams, stakeholders, and vendors.
Act as a force multiplier by training and guiding others on framing, planning and conducting research.
Prioritise and develop research plans tailored to the product strategy at a project and program level, ensuring these drive impactful outcomes.
Utilise various user testing tools and platforms to conduct remote or in-person research studies efficiently.
Lead and conduct generative research that uncovers novel and meaningful insights.
Ensure data is appropriately collected and stored; is maintained, discoverable and communicated effectively to the organisation.

Qualifications

The must-haves 

6+ years UX Research experience. 
Excellent communication, presentation, and interpersonal skills.
Experience working on cross-functional product teams.
Excellent fundamentals in planning and conducting research.
Experience in Research Operations. 
Experience coaching others in UX Research.
Excellent knowledge of research methodologies.

The nice-to-haves 

Experience in Service Design, Interaction Design, Accessible Design or DesignOps are all a plus.

Additional Information

Benefits at Grab:

Benefits

We care deeply about your well-being and are committed to supporting you every step of the way. Here are some of the global benefits we offer:

Protect and provide for your loved ones with peace of mind, knowing we have your back with Term Life Insurance and comprehensive Medical Insurance.
Craft a benefits package that suits your unique needs and aspirations with GrabFlex, because we believe in empowering you to thrive.
Embrace the magic of new life and create lasting memories with your family through Maternity and Paternity Leave.
Life can be overwhelming, but you're never alone. Our confidential Grabber Assistance Programme is here to guide and uplift you and your loved ones through life's challenges.
Your well-being is our priority. Benefit from our holistic well-being initiatives through Wellbeing@Grab, including health programmes, informative webinars, and vibrant carnivals.
Achieve a harmonious work-life balance with our FlexWork arrangements, allowing you to adapt and thrive in your personal and professional life.

We’ve got many different benefits hyper localised in each country. Speak to your recruiter during your interview to find out more.

What We Stand For At Grab

We are committed to building an inclusive and equitable workplace that enables diverse Grabbers to grow and perform at their best. As an equal opportunity employer, we consider all candidates fairly and equally regardless of nationality, ethnicity, religion, age, gender identity, sexual orientation, family commitments, physical and mental impairments or disabilities, and other attributes that make them unique. If you require accommodations to fully participate in the recruitment process, you are encouraged to include your request(s) when applying.

We deliver the greatest impact and ideas when we bring together diverse perspectives. It is what enables us to spread opportunities to Grabbers and our partners. It’s not a box-ticking exercise; it’s who we are.

I'm interested","Communication, Human Computer Interaction, Interaction Design, Interpersonal Skills, Presentations, Testing Tools, UX Research, Usability, Usability Testing, and User Experience (UX)"
Traveloka,Associate Senior Visual Designer,Reposted 3 days ago,"It's fun to work in a company where people truly BELIEVE in what they're doing!





Job Description

The Visual Designer conveys design concepts into wireframes and high fidelity, quality prototypes that match project requirement, product objective, brand personality and brand language of Traveloka to its users. He/She conducts visual audit, visual design research on competitors’ products and market trends, using data-driven insights to uncover new ways of visual delivery and provide

recommendations to the relevant stakeholders. He/She also visualises new design ideas by creating sketches, build mock-ups, and design prototypes during the development phase of producing visual output.

The Visual Designer is responsible for overall solution of its visual forms; including the ease of use, readability, and visual product understanding to help user complete the tasks in using the product. Therefore he/she possesses strong mastery in producing visual output, either in the format of illustrations, low fidelity to high fidelity prototypes, storyboards, infographics, and/or animation/motion graphics. He/She can visualise concepts in their forms as intended to their stakeholders to ensure design intent is delivered.

To obtain optimal product fit and quality, he/she is able to work on multiple tasks concurrently and deliver on expectations within deadlines, with high level of changes and iterations required. In addition, He/She demonstrates stakeholder management skills in partnering with internal stakeholders to develop high quality creative solutions that meet overall business objectives and goals.



Requirements

Minimum qualifications 

Between 3–5 years overall work experience as a hands-on Designer in the industry (education background could range from Visual Communication Design, Interaction Design, Product Design, Service Design, or any other relevant Digital Design disciplines; or Human-Computer Interaction, Computer Science, or other related field, with equivalent practical design experience).
Portfolio that showcases visual design craft (and its application of visual communication design principles) with some level of understanding of the Human Centered Design methodology (along with its methods and tools), willingness to learn and iterate, and passionate about design and storytelling.
Experience working with web or mobile based technologies using design and prototyping tools (such as Figma, Sketch, Adobe Creative Cloud, Maze, ProtoPie, etc.)
Fluency in English communications (both verbal and written).
A deep sense of accountability, adaptability, and embracing ambiguity working collaboratively in a fast-paced environment.

Preferred Qualifications

An evidence of performing in a multidisciplinary design, business, and tech team is a plus.
Some understanding of the e-commerce and/or digital travel and lifestyle industries, extra points for having successfully deliver products in/for the SE Asia and/or regional markets.
The ability to form consensus across a broad, fast-moving organization through excellent communication and interpersonal skills (including: negotiation, constructive feedback, presentation, managing expectations, resolve conflicts).
Experience working with web or mobile based technologies (e.g., HTML, CSS, JavaScript, Android Studio, XCode, etc.) and Design System.
Effective design sensibilities as they relate to applying a brand to digital experiences.



If you like wild growth and working with happy, enthusiastic over-achievers, you'll enjoy your career with us!","Brand Personality, Communication Design, Graphics, Illustration, Information Graphics, Motion Graphics, User-centered Design, Visual Communication, Visual Design, and Wireframing"
Grab,Lead Product Designer-Merchant,1 week ago,"Company Description

Life at Grab

At Grab, every Grabber is guided by The Grab Way, which spells out our mission, how we believe we can achieve it, and our operating principles - the 4Hs: Heart, Hunger, Honour and Humility. These principles guide and help us make decisions as we work to create economic empowerment for the people of Southeast Asia.

Job Description

Get to know the Team 

You will be part of the Merchant Platform team at Grab, responsible for creating the

product that empowers businesses across Southeast Asia to manage their operations and

transactions on Grab. Besides aiding businesses in selling food and groceries on Grab and

accepting digital payments, we're also developing a vision to support everyday

entrepreneurs and social sellers in managing their omni-channel sales. You'll be joining a

team of product designers and UX writers based in Singapore and Indonesia

working on the core functionalities of our two primary products - the Merchant App and

Web Portal.

Get to know the Role 

As a Lead Product Designer on the Merchant team, you will advance Product Design

quality and practice and work across cross-functional Problem Space Teams on strategic

initiatives. You will work in a highly collaborative fashion, exploring the needs of our users

and creating impactful solutions for the business.

If you have a user-centric approach, embrace ambiguity and thrive in collaborative

environments, then the Grab Design team is the place for you. We’re looking for

exceptional designers who are excited by the opportunity to have a major impact on how

millions of people across Southeast Asia interact with Grab

The Day-to-Day Activities

Drive Product Design outcomes and set direction across teams; driving complex, strategic initiatives.
Ensure we build the right solutions - addressing value, usability, feasibility and viability, and negotiating any necessary trade-offs with minimal waste, while safeguarding goals.
Confidently defend design decisions and effectively convince senior stakeholders.
Drive collaboration across domains, functions and teams; facilitating their alignment and efficiencies by driving discussions, workshops and exploration.
Drive problem exploration, solution discovery and solution delivery across teams; displaying autonomy to work and navigate complexity independently.
Act as a force multiplier by helping designers in adjacent teams deliver better work.
Develop problem-framing approaches, establishing new starting points that lead to new kinds of solutions, affecting strategic thinking, not just execution, across teams.
Design simple solutions to particularly complex problems; knitting together multiple ‘products’ in an experience and unlocking new value.
Produce visual design that elevates the quality, consistency, and credibility of user experiences.
Use a variety of prototyping tools and methods to create highly interactive and realistic prototypes with complex functionality.

Qualifications

The Must-Haves

6 years Product Design experience.
Portfolio demonstrating design process, shipped work and impact.
Excellent communication, presentation, and interpersonal skills.
Experience working on cross-functional product teams.
Excellent fundamentals in interaction and visual design craft and practice.
Experience coaching others in interaction design, visual design or prototyping.
Excellent knowledge of mobile and front-end web standards and development.
Experience with Figma, Protopie, After Effects or other design tooling

The nice-to-haves

Experience in Service Design, User Research, Front-end Development, Accessible
Design or Design Systems are all a plus

Additional Information

Our Commitment

We recognize that with these individual attributes come different workplace challenges, and we will work with Grabbers to address them in our journey towards creating inclusion at Grab for all Grabbers.","Figma (Software), Front-End Development, Product Design, Prototyping, Service Design, User Experience (UX), User Interface Design, User Research, Visual Design, and Web Standards"
Talent Disruptors,Senior UX/UI Designer - Remote Jakarta,5 months ago,"Job Overview

We're on the hunt for a Senior UX/UI Designer who thrives in transforming concepts and ideas into visually appealing and user-friendly websites and landing pages. You'll play a crucial role in our team, bringing a blend of artistic design and practical user experience. This role is perfect for someone who is detail-oriented, creative, and ready to take on the challenge of elevating our brand's digital footprint.

About Right Customer

Right Customer is one of the fastest-growing performance marketing studios in the United States, working with top social media influencers and creators to reach millions of individuals daily. As designers at heart, we employ our creative skills to fuel actionable growth for our clients, partners, and owned brands.

What You'll Be Doing

Guiding Visual Direction: You'll lead the way in setting the style and design standards for our digital projects. 
Crafting Digital Experiences: Your main task will be to design intuitive and appealing websites and landing pages, focusing on user engagement and visual appeal. 
Generating Creative Assets: You'll create compelling graphics and visuals, adding a unique flair to our digital content. 
Collaborating for Success: Partner with our development team to ensure your designs are executed perfectly, fostering a synergistic work environment. 
Staying Ahead of the Curve: Keep yourself updated with the latest design trends, experimenting with new concepts to keep our brand fresh and relevant. 

Who You Are

A Seasoned UX/UI Expert: With at least 3 years under your belt, you have a strong background in UX/UI design, showcased in your diverse portfolio. 
Figma Savvy: You're not just familiar with Figma; you excel in it, using it as your primary tool for creating stunning designs. 
Toolbox Versatility: Beyond Figma, you're adept in Adobe Photoshop and Illustrator, broadening your design capabilities. 
A Collaborative Mindset: You excel in working alongside developers, known for your organization and smooth project handoffs. 
A Great Communicator: Fluent in English, you can easily articulate your ideas and collaborate effectively with a team. 
A Growth-Oriented Individual: Always eager to learn and adapt, you're looking for a place where you can evolve and contribute meaningfully over the long term. 

Benefits

As a remote-first position with our US-based company, we're committed to offering a comprehensive benefits package that supports both your professional and personal well-being. Here's what you can expect:

Competitive Pay: Your salary will be reflective of your experience, ensuring fair and rewarding compensation. 
Unlimited Paid Time Off: Enjoy the flexibility of unlimited holidays, vacation days, and sick leave to maintain a healthy work-life balance. 
Ongoing Training & Development: We invest in your growth through continuous learning and development opportunities. 
Regular Salary Increases: As you grow with us, your salary will too, with periodic increases to recognize your contributions. 
Performance Bonuses: Your hard work doesn't go unnoticed – expect bonuses for outstanding performance. 
Growth Potential: As our company expands, so do your career opportunities, opening doors for professional advancement. 
Remote Work Flexibility: Experience the convenience and comfort of working remotely, connecting with a dynamic team from anywhere. 

Join us and be part of a team where your growth is our priority, and your work is both valued and rewarded.","Adobe Illustrator, Adobe Photoshop, Communication, Design Standards, Figma (Software), Landing Pages, New Concepts, User Experience (UX), User Interface Design, and Visual Direction"
Kelola Talenta Global,UX Researcher (IT Services Company),1 month ago,"Hi, Job seekers! We're currently helping our client as they are looking for an iOS Developer to work with their team in Jakarta.

About the company:

A creative engineering company comprising a striking group of craftsmen specialized in strategy, design, technology, and marketing. We work together to plan, write and produce internet, mobile, and desktop solutions for the most daring set of clients.

Job Description

Loves data and analyses them to turn data into information, information into insight and insight into digitalbusiness decisions
Responsibilities include conducting full lifecycle analysis to include users and business requirements,activities and strategic design approach
Will develop analysis and reporting capabilities. They will also monitor performance and quality control plansto identify improvements
Ultimately, you should be able to effectively connect the business vision with ourHuman-Centered Design thinking and strategy that facilitates delightful user experiences

Minimum Qualifications

Work with UI/UX teams to prioritize business goals and information needed to craft the digital and designstrategy
Research products, services and current strategies to identify new opportunities
Interpret data, analyze results using statistical techniques and provide insightful reports
Identify, analyze, and interpret trends or patterns in complex data sets
Analyze web tra&#64259;c metrics and suggest solutions to boost web presence
Establish best practices in User Experience design
Stay up-to-date with digital technologies developments
Locate and de&#64257;ne new process improvement opportunities

Required Skills

Content Writing
Copywriting
Digital Creative Direction

Powered by JazzHR

ia6GwU2714","A/B Testing, Business Requirements, Design Thinking, Human Computer Interaction, Strategic Design, UX Research, User Experience (UX), User Experience Design (UED), User Interface Design, and Web Content Writing"
dentsu,Graphic Designer,Reposted 4 days ago,"As a Graphic Designer at dentsu, you'll embrace the full spectrum of design, with a passion for seamlessly blending aesthetic appeal with user experience. As a key member of our creative team, you’ll play a pivotal role in shaping our creative output and bringing our visions to life. Your growing knowledge of how visual design intersects with user behavior will be essential in creating work that is not only beautiful but also highly effective. This role is about more than just design; it's about making an impact and helping our clients succeed through compelling and thoughtful creative solutions.

Job Title:

Graphic Designer

Job Description:

About Dentsu

Led by Dentsu Group Inc. (Tokyo: 4324; ISIN: JP3551520004), a pure holding company established on January 1, 2020, the Dentsu Group encompasses two operational networks: dentsu japan network, which oversees Dentsu’s agency operations in Japan, and dentsu international, its international business headquarters in London, which oversees Dentsu’s agency operations outside of Japan.

With a strong presence in approximately 145 countries and regions across five continents and with 65,000 dedicated professionals, the Dentsu Group provides a comprehensive range of client-centric integrated communications, media and digital services through its five leadership brands—Carat, dentsu X, iProspect, Dentsu Creative, and Merkle—as well as through Dentsu Japan Network companies, including Dentsu Inc., the world’s largest single brand agency with a history of innovation. The Group is also active in the production and marketing of sports and entertainment content on a global scale.

www.dentsu.com

About Dentsu Creative

Dentsu Creative operates in over [21] markets worldwide with more than [2,200] dedicated specialists. Bringing together our Japanese heritage in craft, data and technology, and our deep understanding of media and contemporary culture, Dentsu Creative is a new global creative agency. Born in Japan, raised in a digital world. We help transform brands and business through the power of Modern Creativity: which creates culture, changes society and invents the future and is accelerated by our deep specialist expertise in digital experience, earned attention and entertainment.

Key Responsibilities:

Develop final design assets such as social media posts, online ads, and other digital content. 
Present innovative design concepts to clients and internal teams. 
Conceptualize visuals based on client requirements and brand guidelines. 
Work closely with the agency's creative and production teams to produce final designs. 
Ensure all graphics and layouts are visually appealing and aligned with client branding. 
Engage with clients to understand their vision and deliver designs that meet their expectations. 


A bit about you:

Proven experience as a Graphic Designer, preferably in an agency setting. Experience in UI/UX design is highly preferred. 
Excellent understanding of composition, color theory, and typography. 
Strong portfolio showcasing a range of design projects. 
Proficiency in design software such as Adobe Creative Suite (Photoshop, Illustrator, InDesign). 
Strong communication and presentation skills. 
Ability to work collaboratively in a fast-paced environment. 


Dentsu Values

Will live the dentsu 8 Ways at all times: We Dream Loud, We Inspire Change, We Team Without Limits, We All Lead, We Make It Real, We Climb High, We Choose Excitement, We Are A Force For Good

Inclusion and Diversity

We’re proud to be different and that starts with our people. We believe in equal opportunities for everyone. We won’t define people by their race, gender, sexual-orientation, age or disability. Individuality is what makes us great, we want everyone to bring their full self to work and create something amazing. That’s what we care about.

So, whether you’re joining us, or looking to move to a different part of the business, we work hard to make sure we create equal opportunities for everyone.

Keeping connected

Please visit our website to find out more and connect with us on social.

www.dentsu.com

Please include an updated CV in your application. 
We regret that only short-listed candidates will be notified. 


Location:

Jakarta

Brand:

Dentsu Creative

Time Type:

Full time

Contract Type:

Permanent","Adobe Creative Suite, Adobe Illustrator, Adobe InDesign, Adobe Photoshop, Branding, Color Theory, Graphic Design, Graphics, Software Design, and Typography"
Boo,UX Researcher,2 weeks ago,"Boo is a leading dating and social networking platform committed to innovation, quality, and excellence. We are looking for a dynamic and experienced UX Researcher to join our team and help elevate our brand to new heights.

The Role

Job Description

We are seeking a skilled and passionate UX Researcher to join our team. As a UX Researcher, you will play a crucial role in understanding user behaviors, needs, and preferences to inform the design and development of our products. You will conduct various research activities, analyze data, and provide actionable insights to improve user experience and drive business success.

Responsibilities

Plan and conduct user research studies, including usability testing, interviews, surveys, and ethnographic studies.
Analyze research data to uncover insights about user behaviors, preferences, and pain points.
Work closely with cross-functional teams, including designers, product managers, and developers, to integrate research findings into product development processes.
Create personas, user journey maps, and other artifacts to communicate research findings and inform design decisions.
Collaborate with stakeholders to prioritize research initiatives and align them with business goals.
Stay current with industry trends and best practices in UX research and incorporate them into our processes.
Advocate for the user throughout the product development lifecycle, ensuring their needs are considered at every stage.
Continuously monitor and evaluate the usability and effectiveness of our products, recommending improvements based on user feedback and research findings.

Ideal Profile

Qualifications

Bachelor's or Master's degree in Human-Computer Interaction, Psychology, Sociology, Information Science, or a related field.
Proven experience conducting UX research in a professional setting, preferably within a technology or digital product environment.
Strong understanding of qualitative and quantitative research methods, including usability testing, interviews, surveys, and data analysis.
Proficiency with research tools and software such as user testing platforms, survey tools, and analytics tools.
Excellent analytical and problem-solving skills, with the ability to interpret complex data and distill actionable insights.
Effective communication skills, with the ability to present research findings and recommendations to diverse audiences.
Collaborative mindset and ability to work effectively in a cross-functional team environment.
Passion for user-centered design and a commitment to advocating for the needs of our users.

What's on Offer?

Opportunity within a company with a solid track record of performance
Flexible working options
Opportunity to make a positive impact","Analytical Skills, Communication, Data Analytics, Human Computer Interaction, Problem Solving, Qualitative & Quantitative Research Methodologies, Quantitative Research, UX Research, Usability, and User Experience (UX)"
Marlee (Fingerprint For Success),Expression of Interest - User Experience Researcher/UX Researcher,3 weeks ago,"We are inviting professionals in high-growth industries who are thinking about their next move or looking for a new opportunity to join our expanding talent pool.
The Marlee Talent Pool is a pilot project designed to:
Help job seekers get discovered by our partners based on their anticipated hiring needs.
Provide optional support and resources for job seekers in their career endeavours.
Help individuals understand, and bring out the best in themselves and each other.
The Marlee Talent Pool process:
Once you express your interest, you will be asked to complete the Marlee work style assessment which measures 48 key attitudes and motivations in the context of work. On completion, you will be automatically added to our growing talent pool and contacted as new opportunities arise.

About Marlee (Fingerprint For Success)
Backed by 20+ years of research, Marlee’s revolutionary predictive analytics have achieved over 90% reliability in forecasting personal and team motivations, behaviours, and performance.
Ultimately, we help people find purpose and fulfillment at work, and help build and scale high-performing teams.
Keep in mind that joining our talent pool does not guarantee a job offer. We aim to balance your technical skills with the results of your Marlee work style assessment to match the hiring needs of our partners.
Your feedback is a gift! Write to us via: hello@getmarlee.com to help co-create the future of recruitment, together.","Human Computer Interaction, Survey Design, UX Research, Usability, Usability Testing, User Experience (UX), User Experience Design (UED), User Interface Design, User Research, and Wireframing"
Gameloft,UX QA Lead,Reposted 2 weeks ago,"Company Description

Leader in the development and publishing of games, Gameloft® has established itself as one of the top innovators in its field since 2000. Gameloft creates games for all digital platforms, two of which are featured in the “Top 10 iOS Games by All-Time Worldwide Downloads” from App Annie. Gameloft is a Vivendi company.

Gameloft for brands offers leading advertising and gamification solutions to help brands better connect with their audiences. Through interactive content and immersive experiences supported by its extensive in-game media network, Gameloft for brands leverages its longstanding gaming expertise to engage people in meaningful ways with an unparalleled level of transparency and safety. To date, Gameloft for brands has delivered more than 10,000 campaigns for prestigious brands such as Air France, Coca-Cola®, Ferrero, Ford, FOX™, Automobili Lamborghini, ING, Netflix, Procter & Gamble, Samsung and LEGO, in over 40 countries around the world (North America, Latin America, Middle East, Africa, Europe, Asia, etc.) and our work has been honored with over 50 awards from marketing organizations.

Job Description

We are looking for an experienced QA Lead to join our QA Business Unit’s Management Team.

You’ll be reporting to QA Associate Manager and you’ll be responsible in developing a QA Service (group of testing activities) with everything it involves from growing a team of Tester and Specialists to Managing the resources, while developing short and long term plans then implementing them.

TASK

Make sure all project tasks are allocated daily inside the local team, based on project plan, needs and priorities, for each test round, and sent by mail to your team and PM
Manage role assignation in the team to match the project needs. Assigning/reassigning roles whenever necessary and informing the local QAM in writing (Mail/confluence) about the changes inside the team
Review the team's activity to ensure compliance with QA standards and ensure no human/process error will be encountered twice by listing clear ways to avoid this in the team’s Confluence page
Have a quick reaction to any type of requests, provide ETAs and results in accordance with the agreed upon deadlines
Conduct bi-weekly coaching sessions with the successor focusing on specific leadership competencies while providing practical tools and resources to enhance successor's leadership skills. Offer constructive feedback and actionable recommendations for growth.
Evaluate local team members following the evaluation system guidelines, discuss the results in 1 on 1 meetings and upload the evaluation results in dedicated tool for each team member
Presents a quarterly report on team performance to the functional manager with action points to improve the results of the low performers
Participates in the recruitment interviews for your team, each time they have taken place and informed the Recruitment specialist in writing of your final decision and feedback about the candidate
Assist the QA Management team with budget forecasts and execution

Qualifications

Minimum 2 year of experience leading a QA team.
Great command of JIRA, Confluence & Office suite and test case management tools. 
Strong expertise in testing methodologies, processes, technologies, best practices, tools.
Strong knowledge of PC and Mobile operating systems and hardware. Console experience is a plus. 
Strong analytical skills and attention to detail.
Motivation and passion for video games.
Excellent English skills (both verbal and written).
Strong communication skills (both verbal and written).
Self-motivated, positive attitude, growth mindset, solution oriented
Ability to adapt and do own research.
Ability to coordinate and coach the QA team.
Ability to understand games at a deeper level. 
Ability to give and receive constructive feedback.
Ability to understand client needs and performance metrics.
Team player with great work ethics.
A strong understanding of the gaming industry, including familiarity with various game genres, platforms, and trends.

Additional Information

You want to be part of an exceptional experience, within a company that is constantly growing.
You want to work with talented people who are industry pioneers.
You want to join a global company and meet great people around the world from all walks of life.
Motivating, challenging and rewarding work on the next great frontiers in games.
Career-development opportunities.
Exceptional library of diverse top games with broad distribution.

For more information go to www.gameloft.com and https//www.gameloft.com/for-brands/

Employment Type Permanent in YOGYAKARTA Location
Hours Full Time with Hybrid working mode office/WFH
Salary Competitive 
We are a truly global Vivendi company, offering opportunities to collaborate around the world within Gameloft and inside Vivendi Group.","Analytical Skills, Budget Forecasting, Communication, Constructive Feedback, Performance Metrics, Project Plans, Quality Assurance, Software Testing, Team Performance, and Test Cases"
Amartha,Sr. UX Researcher,1 month ago,"About The Role

The Senior UX Researcher is a highly experienced professional responsible for leading and conducting user research to inform the design and development of user-centered products and services. They work closely with product managers, designers, and engineers to gather and analyze user data, identify usability issues, and recommend solutions.

Responsibilities

Define research goals and objectives in collaboration with product managers, designers and other stakeholders
Conduct user research to gather data about user needs, preferences, and behaviors
Analyze research data to identify usability issues and opportunities for improvement
Communicate research findings to product managers, designers, and engineers in a clear and concise way
Recommend design solutions based on research findings
Manage research projects from start to finish, including planning, execution, and reporting


Requirements

A Bachelor's / Master's degree in Information Design, Psychology or a related field
Min. 6 years of experience in user research, including experience with a variety of research methods, such as usability testing, surveys, and interviews
Strong understanding of user-centered design principles
Has knowledge related financial services product or industry
Proven ability to conduct user research
Excellent communication skills
Ability to work independently and as part of a team","Communication, Human Computer Interaction, Research Methods, Research Projects, Usability, Usability Testing, User Experience (UX), User Interface Design, User Research, and User-centered Design"
Jobs via eFinancialCareers,Crypto Senior UI/UX Engineer (Jakarta-Remote),Reposted 1 month ago,"Token Metrics is looking for a dynamic Senior UI/UX Engineer who will be responsible for the UI and UX design of our various digital assets. You will ensure that all elements of the online user experience are optimized for improved usability, usefulness, and exceptional visual design.

The Senior UI/UX Engineer should have a passion for delivering adaptive and creative solutions to UI/UX design problems by staying up to date with best practices and emerging trends in user experience design and user interface technology and should be able to build visually appealing and engaging front-end experiences optimized for both web and mobile devices, delighting our customers.

Responsibilities:

Design and User Experience:
Create visually appealing and user-centric designs.
Develop wireframes, prototypes, and high-fidelity mockups.
Conduct user research and usability testing to inform design decisions.
Front-End Development:
Implement responsive web designs using HTML, CSS, and JavaScript.
Work with popular JavaScript frameworks like React, Angular, or Vue.js.
Collaborate with back-end developers to integrate APIs and other services.
Performance and Compatibility:
Ensure optimal performance of web pages across different devices and browsers.
Debug and resolve cross-browser compatibility issues.
Optimize web pages for speed and scalability.
Collaboration and Communication:
Work closely with product managers, designers, and other stakeholders.
Participate in design reviews and provide constructive feedback.
Communicate design ideas and prototypes to developers and stakeholders.


Qualifications

Design Skills:
Proficiency in UX, UI, visual interaction, and graphic design.
Experience with design tools such as Figma, Adobe Creative Suite, and Sketch.
Development Skills:
Strong knowledge of HTML, CSS, and JavaScript.
Experience with front-end frameworks like React, Angular, or Vue.js.
Proficiency in Node.js and its ecosystem.
Performance Optimization:
Experience in optimizing web pages for performance and speed.
Familiarity with tools like Google PageSpeed Insights.
Cross-Browser Compatibility:
Ability to ensure designs and code function seamlessly across various browsers and devices.


To Apply:

Please submit your resume, portfolio, and any relevant project work that demonstrates your expertise in both design and development.

About Token Metrics

Token Metrics is an AI-driven cryptocurrency research company that uses artificial intelligence to build Crypto indices, rankings, and price predictions.

Token Metrics has a diverse set of customers, from retail investors and traders to Crypto fund managers, in more than 50 countries.","Angular, Communication, Constructive Feedback, Creative Problem Solving, Cross-browser Compatibility, Emerging Trends, Front-End Development, Graphic Design, Vue.js, and Web Pages"
Sagara Technology,User Experience Designer,8 months ago,"Translate concepts into wireframes and mockups that lead to intuitive user experiences
Facillitate client’s product visions by researching, conceiving, wireframing, sketching, prototyping, and mocking up user experiences for digital products
Design and deliver wireframes, user stories, user journeys and mockups optimized for a wide range of devices and interfaces
Identify design problems and devise elegant solutions
Make strategic design and user-experience decisions related to core, and new, functions and features
Take a user-centered design approach and rapidly test and iterate your designs
Collaborate with other team menbers and stakeholders
Take smart risk and champion new ideas.","Information Architecture, Mockups, Responsive Web Design, Usability Testing, User Experience (UX), User Experience Design (UED), User Interface Design, User Stories, User-centered Design, and Wireframing"
Jobs via eFinancialCareers,Apprenticeship - Product Design,2 weeks ago,"Prudential's purpose is to be partners for every life and protectors for every future. Our purpose encourages everything we do by creating a culture in which diversity is celebrated and inclusion assured, for our people, customers, and partners. We provide a platform for our people to do their best work and make an impact to the business, and we support our people's career ambitions. We pledge to make Prudential a place where you can Connect, Grow, and Succeed.

Responsibilities :

Support the Agency Update Preparation, Banner / Flyer, Training Material, Customer Communication Materials (include banner for the website)
Help to update and analyze the campaign report using SQL and excel tools
Help to Summarize and analyze the campaign data by weekly or monthly, and sending it as BAU request
Help to prepare all campaign related things (business requirement, UAT, User Story, etc)
Help other things related to Product Development Process (including documents preparation, UAT, Approval, and Product Report Monitoring)


Requirements :

Final year or fresh graduate from reputable university (if not final year, must have less than 12 credits/semester)
Willing to do WFO (3x a week) & WFH (2x a week) in South Jakarta area
Committed to do 6 months internship
Having knowledge in Ms. Office, SQL, Power BI (optional) and to make a design (using Power Point, Adobe Photoshop, and/or Canva)
Having analytical skills to understand data and reports (logical thinking)
Able to communicate (written and orally, both in English and Indonesia)
Strong administratively and detail and timeline oriented
Able to adapt and work in fast-paced and dynamic working style


Prudential is an equal opportunity employer. We provide equality of opportunity of benefits for all who apply and who perform work for our organisation irrespective of sex, race, age, ethnic origin, educational, social and cultural background, marital status, pregnancy and maternity, religion or belief, disability or part-time / fixed-term work, or any other status protected by applicable law. We encourage the same standards from our recruitment and third-party suppliers taking into account the context of grade, job and location. We also allow for reasonable adjustments to support people with individual physical or mental health requirements.","BAU, Canva, Critical Thinking, Information Architecture, Training Material, UX Research, Usability, User Acceptance Testing, WFO, and Wireframing"
