Company Names,Job Titles,Posted On,Job Details,Skill,Images,Type Location,Locations,Link
Agoda,"Staff Database Administrator (PostgreSQL – Performance Tuning Expert) Bangkok Based, Relocation provided",Reposted 2 weeks ago,"About Agoda

Agoda is an online travel booking platform for accommodations, flights, and more. We build and deploy cutting-edge technology that connects travelers with more than 3.6 million accommodations globally. Based in Asia and part of Booking Holdings, our 6,000+ employees representing 90+ nationalities foster a work environment rich in diversity, creativity, and collaboration. We innovate through a culture of experimentation and ownership, enhancing the ability for our customers to experience the world.

 Our Purpose –  Bridging the World Through Travel 

We believe travel allows people to enjoy, learn and experience more of the amazing world we live in. It brings individuals and cultures closer together, fostering empathy, understanding and happiness.

We are a skillful, driven and diverse team from across the globe, united by a passion to make an impact. Harnessing our innovative technologies and strong partnerships, we aim to make travel easy and rewarding for everyone.

 Get to Know Our Team 

The Data department oversees all of Agoda’s data-related requirements. Our ultimate goal is to enable and increase the use of data in the company through creative approaches and the implementation of powerful resources such as operational and analytical databases, queue systems, BI tools, and data science technology. We hire the brightest minds from around the world to take on this challenge and equip them with the knowledge and tools that contribute to their personal growth and success while supporting our company’s culture of diversity and experimentation. The role the Data team plays at Agoda is critical as business users, product managers, engineers, and many others rely on us to empower their decision making. We are equally dedicated to our customers by improving their search experience with faster results and protecting them from any fraudulent activities. Data is interesting only when you have enough of it, and we have plenty. This is what drives up the challenge as part of the Data department, but also the reward.

 The Opportunity 

We are seeking a highly skilled PostgreSQL professional with a strong background in performance tuning, high availability and disaster recovery (HADR), replication, monitoring, and troubleshooting. You’ll be supporting a fast-paced environment with over 2,000 IT professionals. If you’re ready to make a significant impact and thrive in a challenging setting. apply now!

 In This Role, You’ll Get to 

 Act as the PostgreSQL technical leader, providing strategic recommendations for database solutions to ensure the scalability, integrity, and security of the database infrastructure. 
 Administer and proactively monitor SQL and No-SQL database servers to ensure 24×7 uptime and availability across multiple data centers. 
 Troubleshoot and perform performance tuning on the data engine to ensure optimal operation and efficiency. 
 Communicate and review database solutions, technical issues, and application requirements with operations staff and external entities. 

 Requirements: 

 Bachelor or Master Degree in computer science or any related fields. 
 Proficient in database design, ER Diagram and structured query language (SQL) 
 Proficient in database high availability, replication technology, and performance tuning. 
 Experienced in deploying and managing PostgreSQL databases on Kubernetes clusters, including setup, configuration, and maintenance to ensure high availability and scalability. 
 Ability to learn new data engine technology such as MS SQL Server, ScyllaDB, Elastic Search, Kafka and Dragonfly 
 Ability to learn quickly and adapt to new environments well. 
 Be able to work under pressure and to deadlines. 
 Be the team player with good interpersonal and communication skills 
 Be able to attend on-call rotation 

#chiangmai #telaviv #jerusalem #IT #ENG #4 #sanfrancisco #sanjose #losangeles #sandiego #oakland #denver #miami #orlando #atlanta #chicago #boston #detroit #newyork #portland #philadelphia #dallas #houston #austin #seattle #sydney #melbourne #perth #toronto #vancouver #montreal #prague #Brno #Ostrava #cairo #alexandria #giza #estonia #paris #berlin #munich #hamburg #stuttgart #cologne #frankfurt #budapest #bali #dublin #telaviv #milan #rome #venice #florence #naples #turin #palermo #bologna #osaka #malta #amsterdam #oslo #warsaw #krakow #alrayyan #riyadh #jeddah #mecca #medina #singapore #seoul #barcelona #madrid #stockholm #zurich #taipei #tainan #taichung #kaohsiung #bangkok #Phuket #istanbul #london #manchester #edinburgh #hcmc #hanoi #lodz #wroclaw #poznan #katowice #rio #salvador #newdelhi #bangalore #bandung #yokohama #nagoya #okinawa #fukuoka #jerusalem #IT #4 #bangalore #delhi #hyderabad #pune #singapore #beijing #shanghai #shenzhen #tokyo #seoul #hongkong #taipei #kualalumpur #jakarta #hochiminh #hochiminhcity #manila #instanbul

Equal Opportunity Employer 

At Agoda, we pride ourselves on being a company represented by people of all different backgrounds and orientations. We prioritize attracting diverse talent and cultivating an inclusive environment that encourages collaboration and innovation. Employment at Agoda is based solely on a person’s merit and qualifications. We are committed to providing equal employment opportunity regardless of sex, age, race, color, national origin, religion, marital status, pregnancy, sexual orientation, gender identity, disability, citizenship, veteran or military status, and other legally protected characteristics.

We will keep your application on file so that we can consider you for future vacancies and you can always ask to have your details removed from the file. For more details please read our privacy policy .

To all recruitment agencies: Agoda does not accept third party resumes. Please do not send resumes to our jobs alias, Agoda employees or any other organization location. Agoda is not responsible for any fees related to unsolicited resumes.","Communication, Computer Science, Data Architecture, Data Modeling, Database Design, Databases, Interpersonal Communication, Performance Tuning, Query Writing, and Replication (Computing)",https://media.licdn.com/dms/image/v2/C4D0BAQGBa_7QNZNwpw/company-logo_100_100/company-logo_100_100/0/1656643826660/agoda_logo?e=1733356800&v=beta&t=S1ieRyzqQ6FfOkm9tTFUV-WTEcgmy7cUjcm1lzDATJ0,"Full-time,Mid-Senior,level","Bandung, West Java, Indonesia",https://www.linkedin.com/jobs/view/3945927563/?alternateChannel=search&refId=7iSdvBICD0fLdv0OJJuslQ%3D%3D&trackingId=j8hwZ4Qd3lUZY427uU16IA%3D%3D&trk=d_flagship3_search_srp_jobs
Oil and Gas Job Search Ltd,Drill Stem Test / Service Tools Specialist,2 hours ago,"Qualifications

Diploma or equivalent; technical certification or relevant training preferred.
Previous experience with drill stem testing and service tools is advantageous.
Strong understanding of well testing procedures and equipment.
Ability to work effectively in high-pressure environments and manage multiple tasks.
Excellent problem-solving skills and attention to detail.
Strong communication skills and ability to work collaboratively in a team setting


With over 90 years' combined experience, NES Fircroft (NES) is proud to be the world's leading engineering staffing provider spanning the Oil & Gas, Power & Renewables, Chemicals, Construction & Infrastructure, Life Sciences, Mining and Manufacturing sectors worldwide. With more than 80 offices in 45 countries, we are able to provide our clients with the engineering and technical expertise they need, wherever and whenever it is needed. We offer contractors far more than a traditional recruitment service, supporting with everything from securing visas and work permits, to providing market-leading benefits packages and accommodation, ensuring they are safely and compliantly able to support our clients.","Attention to Detail, Communication, High Pressure, High-Pressure Environments, Manual Testing, Problem Solving, Quality Assurance, Software Testing, Test Cases, and Well Testing",https://media.licdn.com/dms/image/v2/C4D0BAQEqr1DvdaePjw/company-logo_100_100/company-logo_100_100/0/1630461643089/oilandgasjobsearch_logo?e=1733356800&v=beta&t=T02Jg59cIg7G8eBi3t_ZY5RBJ6syp_ngtZJmNyFej2c,"On-site,Full-time,Entry,level","Pandegelang, Banten, Indonesia",https://www.linkedin.com/jobs/view/4014596740/?alternateChannel=search&refId=7iSdvBICD0fLdv0OJJuslQ%3D%3D&trackingId=AHbWdfDD3%2FHsagKd162png%3D%3D&trk=d_flagship3_search_srp_jobs
Agoda,Lead Software Engineer Back End (Bangkok based – Relocation provided),Reposted 2 weeks ago,"About Agoda

Agoda is an online travel booking platform for accommodations, flights, and more. We build and deploy cutting-edge technology that connects travelers with more than 3.6 million accommodations globally. Based in Asia and part of Booking Holdings, our 6,000+ employees representing 90+ nationalities foster a work environment rich in diversity, creativity, and collaboration. We innovate through a culture of experimentation and ownership, enhancing the ability for our customers to experience the world.

 Our Purpose –  Bridging the World Through Travel 

We believe travel allows people to enjoy, learn and experience more of the amazing world we live in. It brings individuals and cultures closer together, fostering empathy, understanding and happiness.

We are a skillful, driven and diverse team from across the globe, united by a passion to make an impact. Harnessing our innovative technologies and strong partnerships, we aim to make travel easy and rewarding for everyone.

 Get to Know our Team 

In Agoda’s Back-End Engineering department, we build scalable, fault-tolerant systems and APIs that host our core business logic. Our systems cover all major areas of our business: inventory and pricing, product information, customer data, communications, partner data, booking systems, payments, and more. We employ state-of-the-art CI/CD and testing techniques to ensure everything works without downtime. Our systems are self-healing, responding gracefully to extreme loads or unexpected input. We use modern languages like Kotlin and Scala, Data technologies Kafka, Spark, MLflow, Kubeflow, VastStorage, StarRocks and agile development practices. Most importantly, we hire great people from around the world and empower them to be successful.

 The Opportunity 

Agoda Platform team is looking for developers to work on mission-critical systems that serve millions of users daily. You will have the chance to work on innovative projects, using cutting-edge technologies, and make a significant impact on our business and the travel industry.

What You’ll Need To Succeed

 10+ years of experience developing performance-critical applications in a production environment using Scala, Java, Kotlin, C#, Go or relevant modern programming languages. 
 Strong RDBMS knowledge (SQL Server, Oracle, MySQL, or other). 
 Ability to direct significant company-wide projects and sets technical vision. 
 Good command of the English language. 
 Deeply involved in making architectural decisions, setting the standard and direction for the team. 
 Implement advanced CI/CD pipelines and robust testing strategies to ensure seamless integration, deployment, and high code quality. 
 Passion for software development and continuous improvement of your knowledge and skills. 

 It’s Great if You Have 

 Knowledge in NoSQL, Queueing systems (Kafka, RabbitMQ, ActiveMQ, MSMQ), and Play framework. 

#newdelhi #Pune #Hyderabad #Bangalore #Mumbai #Bengaluru #Chennai #Kolkata #Lucknow #sanfrancisco #sanjose #losangeles #sandiego #oakland #denver #miami #orlando #atlanta #chicago #boston #detroit #newyork #portland #philadelphia #dallas #houston #austin #seattle #sydney #melbourne #perth #toronto #vancouver #montreal #shanghai #beijing #shenzhen #prague #Brno #Ostrava #cairo #alexandria #giza #estonia #paris #berlin #munich #hamburg #stuttgart #cologne #frankfurt #hongkong #budapest #jakarta #bali #dublin #telaviv #milan #rome #tokyo #osaka #kualalumpur #amsterdam #oslo #manila #warsaw #krakow #bucharest #moscow #saintpetersburg #capetown #johannesburg #seoul #barcelona #madrid #stockholm #zurich #taipei #bangkok #Phuket #istanbul #london #manchester #edinburgh #kiev #hcmc #hanoi #wroclaw #poznan #katowice #rio #salvador #IT #4 #5

Equal Opportunity Employer 

At Agoda, we pride ourselves on being a company represented by people of all different backgrounds and orientations. We prioritize attracting diverse talent and cultivating an inclusive environment that encourages collaboration and innovation. Employment at Agoda is based solely on a person’s merit and qualifications. We are committed to providing equal employment opportunity regardless of sex, age, race, color, national origin, religion, marital status, pregnancy, sexual orientation, gender identity, disability, citizenship, veteran or military status, and other legally protected characteristics.

We will keep your application on file so that we can consider you for future vacancies and you can always ask to have your details removed from the file. For more details please read our privacy policy .

To all recruitment agencies: Agoda does not accept third party resumes. Please do not send resumes to our jobs alias, Agoda employees or any other organization location. Agoda is not responsible for any fees related to unsolicited resumes.","C (Programming Language), C#, Java, Kotlin, Microsoft Message Queuing (MSMQ), Programming, SQL, Scala, Software Development, and Technical Vision",https://media.licdn.com/dms/image/v2/C4D0BAQGBa_7QNZNwpw/company-logo_100_100/company-logo_100_100/0/1656643826660/agoda_logo?e=1733356800&v=beta&t=S1ieRyzqQ6FfOkm9tTFUV-WTEcgmy7cUjcm1lzDATJ0,"Hybrid,Full-time,Director","Jakarta, Jakarta, Indonesia",https://www.linkedin.com/jobs/view/3982020548/?alternateChannel=search&refId=7iSdvBICD0fLdv0OJJuslQ%3D%3D&trackingId=8eyjN%2BczH%2BUXvTg6Bucv7w%3D%3D&trk=d_flagship3_search_srp_jobs
Traveloka,Software Engineer,Reposted 1 week ago,"It's fun to work in a company where people truly BELIEVE in what they're doing!





Job Description

As a Competitive Intelligence engineer, you’ll be working with other BUs solving various dynamic problems while designing and maintaining highly available & highly scalable systems that will help the business team to make better decisions.

You will also be working with a cross-functional team to verify problems, discuss the best and pragmatic solution, and work together to realize it. We work in an open environment where there are no boundaries or power distance. Everyone is encouraged to speak their mind, propose ideas, influence others, and continuously grow themselves.



Requirements

Bachelor's degree in Computer Science or equivalent from a reputable college
Passionate in performing market research
Experience (3+ years) in either backend or security field
Experience in version control (Git) and familiarity with development collaboration tools (GitHub/Phabricator/BitBucket).
Experience in creating a robust and highly scalable system is a plus
Experience in Big data technology is a plus.
Experience in RDBMS like PostgreSQL/MySQL and NoSQL databases like MongoDB is a plus.
Experience in AWS/GCP/Azure and other technologies like Ansible, Containers, Kubernetes, etc is a plus.
Knowledge and experience in using Java/Kotlin 
Strong object-oriented analysis and design skills.
Excellent written, presentation, verbal communication, mentorship skills, influence skills, and shows personal maturity.
Excellent in problem solving, analytical, and possess helicopter view
Comfortable working with cross-functional team



If you like wild growth and working with happy, enthusiastic over-achievers, you'll enjoy your career with us!","Analytical Skills, Back-End Web Development, Communication, Computer Science, Databases, Java, Kotlin, Oral Communication, and Problem Solving",https://media.licdn.com/dms/image/v2/D560BAQGe_izwxvj_SQ/company-logo_100_100/company-logo_100_100/0/1700635813325/traveloka_logo?e=1733356800&v=beta&t=uGC8UHkYZOR4_nqPBPmH04aZ8trXFlN7sI2F9ozYXS0,"On-site,Full-time,Mid-Senior,level",Jakarta Metropolitan Area,https://www.linkedin.com/jobs/view/3941469729/?alternateChannel=search&refId=7iSdvBICD0fLdv0OJJuslQ%3D%3D&trackingId=hh%2Be9b0mwmCjcLD3%2FSGpPQ%3D%3D&trk=d_flagship3_search_srp_jobs
Prudential Indonesia (PT Prudential Life Assurance),Backend - Lead Software Engineer (Sharia),Reposted 1 month ago,"Prudential’s purpose is to be partners for every life and protectors for every future. Our purpose encourages everything we do by creating a culture in which diversity is celebrated and inclusion assured, for our people, customers, and partners. We provide a platform for our people to do their best work and make an impact to the business, and we support our people’s career ambitions. We pledge to make Prudential a place where you can Connect, Grow, and Succeed.

Key Responsibilities:
Participate in all stages of the development lifecycle, from requirements gathering, to deployment to production, to triaging production issues, to proactive monitoring.
Design, develop, unit test and implement software programs for backend supporting mobile apps, SDKs, micro-frontends, WhatsApp or eco-system partners. Come up with desired sets of standards to be followed for platform development.
Conceptualize and incorporate reusable development frameworks.
Create specifications and detailed plans, write code, own unit, performance and functional testing and debugging, and play an active role in the rollout and launch.
Work in close collaboration with other engineers, designers, R&D, analysts, product managers and other teams and stakeholders to achieve desired outcomes for the company.
Develop open APIs and capabilities required to enable seamless integration across ecosystem partners.
Use data-driven insights to guide development of programs and apps that fill a user need.
Mentor and upskill other backend and front-end developers.
Develop world class and reusable platform capabilities as a RESTful services with flawless code continuously delivered in production
Develop capabilities ingrained with enough intelligence around user activities and usage 100% adherence to enable user behavioral analytics using events and crashalytics

Qualifications:
Have bachelor’s in engineering from a recognized institute
Have 8-10 years of total experience with at least 3 years domain experience in any of these sectors: health or life insurance, wellness, payments, financial services ecommerce, insurance core systems, health tech, insure tech, tele-sales & non voice customer servicing platforms, loyalty platforms
Hands-on software-engineering experience and demonstrable body of work (Min. 7 years)
Have strong technical knowledge on building scalable backend platforms using micro-services.
Have demonstrable experience building high performance & highly available enterprise platforms catering to millions of daily traffic 
Have solid foundation in algorithms, data-structures, software frameworks and patterns, systems and architecture
Can understand the concept, needs, requirements and can conceptualize to design and build solutions for end users/Enterprises.
Deep expertise in: Java, NodeJS, Python, Enterprise NoSQL, Kafka, Google Cloud, WSS, Git, Jira, API development and debug tools

Prudential is an equal opportunity employer. We provide equality of opportunity of benefits for all who apply and who perform work for our organisation irrespective of sex, race, age, ethnic origin, educational, social and cultural background, marital status, pregnancy and maternity, religion or belief, disability or part-time / fixed-term work, or any other status protected by applicable law. We encourage the same standards from our recruitment and third-party suppliers taking into account the context of grade, job and location. We also allow for reasonable adjustments to support people with individual physical or mental health requirements.","Communication, Crashlytics, Java, Node.js, Python (Programming Language), RESTful WebServices, and Software Engineers",https://media.licdn.com/dms/image/v2/C510BAQHlHbrkp6AbPg/company-logo_100_100/company-logo_100_100/0/1630608436677/prudential_indonesia_pt_prudential_life_assurance__logo?e=1733356800&v=beta&t=y2KTb6DuWkWhWlcE8GTrpGv5yB8SLBkX8Yt0dCLzo0U,"Hybrid,Full-time,Mid-Senior,level","Jakarta, Indonesia",https://www.linkedin.com/jobs/view/3967433107/?alternateChannel=search&refId=7iSdvBICD0fLdv0OJJuslQ%3D%3D&trackingId=nFGkwGmZA4SfBmIa1C7%2BfQ%3D%3D&trk=d_flagship3_search_srp_jobs
Aptavis,CODER ODOO,1 week ago,"Kami sedang mencari Odoo Coder yang berpengalaman dan berdedikasi untuk bergabung dengan tim kami. Jika Anda memiliki pemahaman mendalam tentang Odoo, baik dari sisi teknikal maupun fungsional, serta mampu bekerja secara team , silakan kirimkan lamaran Anda dan jadilah bagian dari perusahaan kami yang sedang berkembang.

Tanggung Jawab

Mengembangkan dan mengimplementasikan solusi Odoo yang efisien dan efektif, terutama untuk modul CRM.

Menulis, menguji, dan memelihara kode berkualitas tinggi sesuai dengan standar perusahaan.

Berkolaborasi dengan tim untuk memahami kebutuhan bisnis dan menerjemahkannya ke dalam solusi teknis.

Memastikan integrasi yang mulus antara berbagai modul dan sistem yang digunakan.

Kualifikasi

Pengalaman kerja dengan Odoo, baik dari sisi teknikal maupun fungsional.

Memiliki Komunikasi yang baik dan mampu bekerja secara tim.

Kemampuan untuk mencapai target dalam pengembangan CRM dan modul lainnya di Odoo.

Pemahaman yang baik tentang Python, XML, JavaScript, dan teknologi terkait Odoo lainnya.

Benefit

Gaji sesuai kompetensi.

Lingkungan kerja yang dinamis dan kolaboratif.

Kesempatan untuk mengembangkan karier di perusahaan yang berkembang.
Desired Skills and Experience
Teamwork, Python, Odoo",Current Procedural Terminology (CPT),https://media.licdn.com/dms/image/v2/D560BAQHTQVMnjOxNEg/company-logo_100_100/company-logo_100_100/0/1719257970726?e=1733356800&v=beta&t=SHn_Q6CQ7_UQM7ZVovQGDyiBqrqTzpS1oRDV85e1OI4,"Hybrid,Full-time,Associate","Bandung, East Java, Indonesia",https://www.linkedin.com/jobs/view/4011512360/?alternateChannel=search&refId=sgC2hBDW5FaoBKPCJg7PEw%3D%3D&trackingId=WSA4ofNG%2BW8CIvj7y8SDcA%3D%3D&trk=d_flagship3_search_srp_jobs
Kredivo Group,"Software Engineer, Data (ML Engineer)",Reposted 3 weeks ago,"At Kredivo we are building the future of financial services that are fast, cheap and widely accessible, wrapped up in a beautiful UX. As we are growing bigger, we are looking for Machine Learning Engineer who will closely collaborate with Data Science team in feeding data (across functions such as, credit scoring, fraud, and risk) into financial models defined by data scientists. You will also be responsible to make sure that data science code is maintainable, scalable and debuggable.

Job Responsibility
Develop and implement ML pipeline infrastructure, including but not limited to: ETL (Extract, Transform and Load) of raw data into model features and building platform to automate ML training, testing and maintenance.
Partnering with Data Scientists to transform prototypes of predictive models into high performance, well integrated systems.

Qualifications
2-3 years of relevant experience in Data or Software Engineering and minimum 1-2 years hands-on experience in deploying machine learning models and feature pipelines
Having good knowledge of data structures, data modeling and software architecture related to Machine Learning
Ability to write robust production-ready code in Python & GoLang
High degree of proficiency with RDBMS (i.e. MySQL, PostgreSQL) and No-SQL platforms (i.e. S3)
Proficiency in machine learning libraries such as: Tensorflow/Keras, Pytorch, SparkML or MLeap
Strong interest in building scalable and reliable Machine Learning Engineering/AI related services
Past experience working with cloud services platform to build data pipelines, monitoring, scheduler and storage, preferably on AWS environment.
Familiarity using a distributed computing platform, such as Hadoop or Spark

Thank you for your interest in Kredivo. We’re thrilled that you’d like to join our company. Unfortunately, days are short and applicants are many, so we won’t have time to meet everyone. If you are among qualified candidates, you will receive a call or email from our Talent Acquisition team.","Data Science, Data Structures, Hadoop, Keras, Machine Learning, PostgreSQL, PyTorch, Python (Programming Language), SQL, and TensorFlow",https://media.licdn.com/dms/image/v2/D560BAQEcTpBN5xjLQQ/company-logo_100_100/company-logo_100_100/0/1693461125877/kredivo_group_logo?e=1733356800&v=beta&t=m-NHIUhqc3_GFw-xrnaENXBRSDJUDilP1g80ZlIoEd4,"Hybrid,Full-time,Associate","Jakarta, Indonesia",https://www.linkedin.com/jobs/view/3952661885/?alternateChannel=search&refId=sgC2hBDW5FaoBKPCJg7PEw%3D%3D&trackingId=k6pqb97JQqrh7mIy%2FZXqZw%3D%3D&trk=d_flagship3_search_srp_jobs
Airwallex,"Staff Frontend Engineer, Lending",Reposted 6 days ago,"About Airwallex

Airwallex is the only unified payments and financial platform for global businesses. Powered by our unique combination of proprietary infrastructure and software, we empower over 100,000 businesses worldwide – including Brex, Rippling, Navan, Qantas, SHEIN and many more – with fully integrated solutions to manage everything from business accounts, payments, spend management and treasury, to embedded finance at a global scale.

Proudly founded in Melbourne, we have a team of over 1,500 of the brightest and most innovative people in tech located across more than 20 offices across the globe. Valued at US$5.6 billion and backed by world-leading investors including Sequoia, Lone Pine, Greenoaks, DST Global, Salesforce Ventures and Mastercard, Airwallex is leading the charge in building the global payments and financial platform of the future. If you're ready to do the most ambitious work of your career, join us.

About The Team

Airwallex is establishing a state-of-the-art lending platform and building a suite of related credit products which include customer facing credit cards.

The Staff Frontend Engineer is a high-impact, high-ownership role working on the leading edge of our lending product suite to launch and scale up our capability into new markets. The Lending engineering & product team is based in Singapore and has full global ownership. This role requires close collaboration with the local team to lead the evolution and innovation of our exciting new credit suite.

Join Airwallex and become an integral part of a team that is redefining the boundaries of financial innovation. Airwallex offers a dynamic and inclusive work environment where you can cultivate your knowledge, foster personal growth, and realize your full potential

What You’ll Do

Your contributions will directly impact the success of our products and make a lasting mark on the industry. Seize this opportunity to join our dynamic team and become a part of our journey to create extraordinary technology that empowers users worldwide!

This role is based in Singapore.

Responsibilities

Lead the design, implementation & delivery across our lending product suite initially focused on launching and scaling up our credit cards product into new markets.
Collaborate with a cross-functional team of Product Designers & Product Managers to deliver compelling user-facing products
Own the technical strategy spanning the evolution of our micro frontend, GraphQL APIs.
Architect efficient and reusable front-end systems that drive complex web applications.
Implement responsive design to ensure compatibility across various devices and browsers.

Who You Are

We're looking for people who meet the minimum qualifications for this role. The preferred qualifications are great to have, but are not mandatory.

Minimum Qualifications

6+ years of experience in modern engineering practices focused on continuous integration and quality engineering.
2+ years of staff experience mentoring a community of engineers and leading the definition and execution of some engineering strategy.
Deep understanding of modern frontend architecture, React, TypeScript / JavaScript. Strong computer science fundamentals - solid understanding of OOP concepts.
A passion for building delightful customer-facing products.
Experience developing, maintaining & integrating with REST or GraphQL APIs
Commitment to producing high-quality, well-tested solutions.
Familiarity with operational tooling such as Splunk, Grafana, and Prometheus.
Experience with browser APIs and optimizing front end performance

Preferred Qualifications

Experience within the financial domain.

#bangkok, #hongkong, #jakarta, #shanghai, #singapore, #sydney, #taipei, #tokyo

Equal opportunity

Airwallex is proud to be an equal opportunity employer. We value diversity and anyone seeking employment at Airwallex is considered based on merit, qualifications, competence and talent. We don’t regard color, religion, race, national origin, sexual orientation, ancestry, citizenship, sex, marital or family status, disability, gender, or any other legally protected status when making our hiring decisions. If you have a disability or special need that requires accommodation, please let us know.

Airwallex does not accept unsolicited resumes from search firms/recruiters. Airwallex will not pay any fees to search firms/recruiters if a candidate is submitted by a search firm/recruiter unless an agreement has been entered into with respect to specific open position(s). Search firms/recruiters submitting resumes to Airwallex on an unsolicited basis shall be deemed to accept this condition, regardless of any other provision to the contrary.","Computer Science, Continuous Integration (CI), Front-End Development, GraphQL, JavaScript, Object-Oriented Programming (OOP), Quality Engineering, React.js, Responsive Web Design, and TypeScript",https://media.licdn.com/dms/image/v2/C560BAQE0x1xIVWaQgw/company-logo_100_100/company-logo_100_100/0/1630593999400/airwallex_logo?e=1733356800&v=beta&t=MEN9eOout0FmV0lzhr15WoAH7JVpVNq8PxL6cSceGaE,"Hybrid,Full-time,Mid-Senior,level","Jakarta, Jakarta, Indonesia",https://www.linkedin.com/jobs/view/3994478122/?alternateChannel=search&refId=sgC2hBDW5FaoBKPCJg7PEw%3D%3D&trackingId=d5HrUf4uZyeP%2Bt%2BKfX5n2g%3D%3D&trk=d_flagship3_search_srp_jobs
JAC Recruitment,Interface Engineer,16 hours ago,"Job Description:

 As a member of engineering team, build a good relationship with all stakeholders and lead to project success through coordination/ discussion/ negotiation with them according to instruction from headquarters engineers.
 Work independently and proactively while seeking advice from HQ Engineers and all the time report work progress/ results of both yourself and stakeholders to the superiors. The work includes having a meeting with employer and/ or consultant, and obtaining approval on contractor’s submittals provided by HQ Engineers. (As needed, modify and develop those submittals on the spot with their consent.)
 Deal with sudden requirements from stakeholders and solve technical issues at site as coworking with site colleagues, electrical engineers, draftsmen, procurement expeditors, etc., The work includes creating technical documents, sketches/ drawings and reviewing interface engineering drawings.
 Coordinate overall engineering activities at site and provide/ extract necessary information and materials to/ from partners, local subcontractors and vendors for keeping to project schedule and achieving smooth site construction.
 Travel to local manufacturing factories and conduct inspection works based on test procedures prepared by headquarters, if necessary.
 Review and check Civil related drawings and M&E drawings as per instruction



Requirements:

 Over 5-year-experience in Engineering/Construction field as Mechanical engineer, Piping engineer, Process engineer, Package engineer or similar discipline of engineer
 Minimum undergraduate degree from accredited college or university in relevant discipline (Mechanical engineering, Chemical engineering, or similar engineering background)
 Excellent communication skill with any stakeholders
 Basic skills of Microsoft Office software (MS Word, Excel, PowerPoint, Teams)
 Business level of English language (Writing, Communication) and fluent Bahasa Indonesia","Bahasa Indonesia, Communication, and Microsoft PowerPoint",https://media.licdn.com/dms/image/v2/D560BAQFnU2mQGyqXPA/company-logo_100_100/company-logo_100_100/0/1687844701980/jacgroup_logo?e=1733356800&v=beta&t=mym5sZ47vgsHXpGSXrzu5GNRNWXZhWC0LsTVpTRMRdw,"On-site,Full-time,Mid-Senior,level","Jakarta, Indonesia",https://www.linkedin.com/jobs/view/4015569449/?alternateChannel=search&refId=sgC2hBDW5FaoBKPCJg7PEw%3D%3D&trackingId=7bhvoOlQqKd6abDZT6ITjg%3D%3D&trk=d_flagship3_search_srp_jobs
Bank Saqu,"Internship, Product Strategy",7 hours ago,"About You
You're a go-getter with mad juggling skills (or multiple hats) who can thrive in a fast-paced, agile environment
You enjoy doing purpose-led and meaningful work
You have a strong thirst for knowledge and are driven to find solutions that don't exist yet
You are comfortable with ambiguity and extremely resourceful (in your past life, you could've been a detective)
You always find a way to get things done without sacrificing the quality of your work, integrity, and values
No task is off limits for you
You are humble and prioritize the success of the team over your own with an eagerness to help those around you
You don't shy away from challenges and can bounce back from setbacks

What you’ll do and what success looks like in this role:
As per directed, help do desk research on latest product trend in specific area e.g. research BI SNAP, Europe payment service directive (PSD 2 and 3) implementation and India UPI for payment product planning
Help create whitepaper/ppt of management brief on the latest product and technology trend, to help widen our horizon and help product development planning
Work with data science and each product in squad to implement product instrumentation and do analysis, to help Product chapter in driving data driven improvement process. E.g. review login time, qris scanning time, identify root cause and create improvement plan for squad backlog
Help in arranging clan level product roadmap and product metric review workshop (regular monthly cadence)
Help create regular “product update” for all heads Bom, to keep everyone updated and highlight/communicate on value creation

What Is Required and What We’re Looking For
Currently pursuing a bachelor/master's degree in management, Business Administration, Industrial Engineering, or related
Passion in innovation and keeping up with product and technology trend
Able to do desk research and write white paper 
Able to communicate idea and provide analysis
Fluency in English and Bahasa, mandarin is a plus","Communication, Development Planning, Humility, Product Road Mapping, Secondary Research, Value Creation, and Workshops",https://media.licdn.com/dms/image/v2/D560BAQFh-CnrLSIxqQ/company-logo_100_100/company-logo_100_100/0/1719215418213/bank_saqu_logo?e=1733356800&v=beta&t=GCfjQlED0tBo9jUv8qtgHnauDlhUFWeL9JGT18IHRTg,"Hybrid,Internship,Internship","Jakarta, Indonesia",https://www.linkedin.com/jobs/view/4017449758/?alternateChannel=search&refId=sgC2hBDW5FaoBKPCJg7PEw%3D%3D&trackingId=GGwIaTl%2F8fGdq12hf9oFYg%3D%3D&trk=d_flagship3_search_srp_jobs
